x	p	y
MONDO:0014182	RO:0004020	http://identifiers.org/hgnc/26158
MONDO:0010644	RO:0004020	http://identifiers.org/hgnc/2023
MONDO:0008603	RO:0004020	http://identifiers.org/hgnc/3688
MONDO:0000227	RO:0004028	NCBITaxon:35788
MONDO:0037870	RO:0004021	GO:0006573
MONDO:0007751	RO:0004020	http://identifiers.org/hgnc/603
MONDO:0011915	RO:0004020	http://identifiers.org/hgnc/13681
MONDO:0013293	RO:0004020	http://identifiers.org/hgnc/39433
MONDO:0013946	RO:0004020	http://identifiers.org/hgnc/5201
MONDO:0019121	RO:0002573	MONDO:0021136
MONDO:0014502	RO:0004020	http://identifiers.org/hgnc/4053
MONDO:0018020	RO:0009501	ECTO:0001571
MONDO:0007285	RO:0004020	http://identifiers.org/hgnc/4281
MONDO:0011801	RO:0004020	http://identifiers.org/hgnc/18884
MONDO:0013604	RO:0004020	http://identifiers.org/hgnc/29222
MONDO:0044987	RO:0004026	UBERON:0001456
MONDO:0019038	RO:0002573	MONDO:0021136
MONDO:0010356	RO:0004020	http://identifiers.org/hgnc/897
MONDO:0014639	RO:0004020	http://identifiers.org/hgnc/9957
MONDO:0018585	RO:0002573	MONDO:0021136
MONDO:0010378	RO:0004020	http://identifiers.org/hgnc/8768
MONDO:0017379	RO:0004029	MONDO:0001119
MONDO:0014536	RO:0004020	http://identifiers.org/hgnc/3495
MONDO:0015289	RO:0004027	UBERON:0001772
MONDO:0010408	RO:0004020	http://identifiers.org/hgnc/28434
MONDO:0013965	RO:0004020	http://identifiers.org/hgnc/7549
MONDO:0015656	http://purl.obolibrary.org/obo/mondo#disease_has_major_feature	MONDO:0005027
MONDO:0014320	RO:0004020	http://identifiers.org/hgnc/7975
MONDO:0002303	RO:0004026	UBERON:0001673
MONDO:0011569	RO:0004020	http://identifiers.org/hgnc/6636
MONDO:0011935	RO:0004020	http://identifiers.org/hgnc/3960
MONDO:0011919	http://purl.obolibrary.org/obo/mondo#predisposes_towards	MONDO:0007179
MONDO:0007021	RO:0004028	NCBITaxon:4564
MONDO:0016369	RO:0004020	http://identifiers.org/hgnc/9949
MONDO:0011225	RO:0004020	http://identifiers.org/hgnc/17642
MONDO:0016391	RO:0002573	MONDO:0021136
MONDO:0014888	RO:0004020	http://identifiers.org/hgnc/1348
MONDO:0001797	RO:0004028	NCBITaxon:730
MONDO:0018489	RO:0002573	MONDO:0021136
MONDO:0007635	RO:0004020	http://identifiers.org/hgnc/12796
MONDO:0005011	RO:0004029	MONDO:0001517
MONDO:0014890	RO:0004020	http://identifiers.org/hgnc/15646
MONDO:0005546	RO:0004026	UBERON:0014892
MONDO:0012183	RO:0004020	http://identifiers.org/hgnc/1773
MONDO:0008907	RO:0004020	http://identifiers.org/hgnc/9115
MONDO:0015932	RO:0004026	UBERON:0003100
MONDO:0009259	RO:0004020	http://identifiers.org/hgnc/4311
MONDO:0017874	RO:0002451	NCBITaxon:56212
MONDO:0014945	RO:0004020	http://identifiers.org/hgnc/11280
MONDO:0014393	RO:0004020	http://identifiers.org/hgnc/12682
MONDO:0008682	RO:0004029	HP:0000037
MONDO:0011468	RO:0004020	http://identifiers.org/hgnc/11758
MONDO:0000397	RO:0004020	UBERON:0002037
MONDO:0015540	RO:0004029	HP:0001433
MONDO:0013253	http://purl.obolibrary.org/obo/mondo#predisposes_towards	MONDO:0003582
MONDO:0014817	RO:0004020	http://identifiers.org/hgnc/28958
MONDO:0012990	RO:0004020	http://identifiers.org/hgnc/19977
MONDO:0000225	RO:0004026	CL:0000766
MONDO:0008814	RO:0004020	http://identifiers.org/hgnc/663
MONDO:0013475	RO:0004020	http://identifiers.org/hgnc/9080
MONDO:0018646	RO:0002573	MONDO:0021136
MONDO:0013872	RO:0004020	http://identifiers.org/hgnc/14198
MONDO:0014461	RO:0004020	http://identifiers.org/hgnc/22788
MONDO:0011428	RO:0004020	http://identifiers.org/hgnc/15979
MONDO:0012724	RO:0004020	http://identifiers.org/hgnc/22938
MONDO:0013764	RO:0004020	http://identifiers.org/hgnc/26944
MONDO:0009354	RO:0004020	http://identifiers.org/hgnc/7473
MONDO:0012726	RO:0004020	http://identifiers.org/hgnc/2202
MONDO:0008111	RO:0004020	http://identifiers.org/hgnc/4274
MONDO:0014397	RO:0004020	http://identifiers.org/hgnc/21642
MONDO:0015175	RO:0002573	MONDO:0021136
MONDO:0012067	RO:0004020	http://identifiers.org/hgnc/23631
MONDO:0014407	RO:0004020	http://identifiers.org/hgnc/393
MONDO:0013459	RO:0004020	http://identifiers.org/hgnc/1546
MONDO:0007603	RO:0004029	HP:0001882
MONDO:0017795	RO:0002573	MONDO:0021136
MONDO:0015879	RO:0002573	MONDO:0021136
MONDO:0019378	RO:0004028	NCBITaxon:11577
MONDO:0021535	RO:0002573	MONDO:0024491
MONDO:0010209	RO:0004020	http://identifiers.org/hgnc/12805
MONDO:0008931	RO:0004020	http://identifiers.org/hgnc/6696
MONDO:0017775	RO:0002573	MONDO:0021136
MONDO:0015903	RO:0002573	MONDO:0021136
MONDO:0014628	RO:0004020	http://identifiers.org/hgnc/12827
MONDO:0013811	RO:0004020	http://identifiers.org/hgnc/10379
MONDO:0005976	RO:0004028	NCBITaxon:160
MONDO:0012911	RO:0004020	http://identifiers.org/hgnc/4392
MONDO:0012945	RO:0004020	http://identifiers.org/hgnc/16873
MONDO:0019239	RO:0004021	GO:0009069
MONDO:0019544	RO:0004028	CHEBI:27958
MONDO:0005445	RO:0004029	HP:0001824
MONDO:0015617	RO:0004029	MONDO:0021152
MONDO:0010030	http://purl.obolibrary.org/obo/mondo#disease_shares_features_of	MONDO:0019191
MONDO:0009699	RO:0004020	http://identifiers.org/hgnc/1665
MONDO:0014709	RO:0004020	http://identifiers.org/hgnc/8859
MONDO:0020693	RO:0002573	MONDO:0021136
MONDO:0020689	RO:0002573	MONDO:0021136
MONDO:0006751	RO:0004028	NCBITaxon:1647
MONDO:0018044	RO:0002573	MONDO:0021136
MONDO:0013196	RO:0004020	http://identifiers.org/hgnc/11529
MONDO:0008947	RO:0004029	HP:0002135
MONDO:0042497	RO:0004028	NCBITaxon:4751
MONDO:0009816	RO:0004020	http://identifiers.org/hgnc/11926
MONDO:0009073	RO:0004020	http://identifiers.org/hgnc/28984
MONDO:0012635	RO:0004020	http://identifiers.org/hgnc/18623
MONDO:0008783	RO:0004020	http://identifiers.org/hgnc/29
MONDO:0009292	RO:0004020	http://identifiers.org/hgnc/4180
MONDO:0014944	RO:0004020	http://identifiers.org/hgnc/25557
MONDO:0005802	RO:0004029	HP:0002315
MONDO:0007369	RO:0004020	http://identifiers.org/hgnc/2321
MONDO:0010216	RO:0004020	http://identifiers.org/hgnc/3437
MONDO:0005165	RO:0002573	PATO:0002096
MONDO:0017213	RO:0002573	MONDO:0021136
MONDO:0001258	RO:0004026	UBERON:0001535
MONDO:0023069	RO:0004026	UBERON:0002279
MONDO:0042494	RO:0002573	MONDO:0021136
MONDO:0000358	http://purl.obolibrary.org/obo/mondo#disease_has_major_feature	HP:0000202
MONDO:0033483	RO:0004020	http://identifiers.org/hgnc/3415
MONDO:0009393	RO:0004028	NCBITaxon:29189
MONDO:0010510	RO:0004020	http://identifiers.org/hgnc/13486
MONDO:0000777	RO:0004026	UBERON:0001555
MONDO:0014015	RO:0004020	http://identifiers.org/hgnc/20582
MONDO:0001158	BFO:0000054	MFOMD:0000107
MONDO:0005866	RO:0004028	NCBITaxon:37162
MONDO:0013159	RO:0004020	http://identifiers.org/hgnc/9202
MONDO:0004961	http://purl.obolibrary.org/obo/mondo#part_of_progression_of_disease	MONDO:0002447
MONDO:0006527	http://purl.obolibrary.org/obo/mondo#disease_has_major_feature	HP:0000970
MONDO:0013344	RO:0004020	http://identifiers.org/hgnc/19439
MONDO:0003206	RO:0002573	MONDO:0021141
MONDO:0010325	RO:0004020	http://identifiers.org/hgnc/29215
MONDO:0044796	RO:0004029	NCIT:C36869
MONDO:0014339	RO:0004020	http://identifiers.org/hgnc/11427
MONDO:0010295	RO:0004020	http://identifiers.org/hgnc/5961
MONDO:0013739	RO:0004020	http://identifiers.org/hgnc/15925
MONDO:0005011	RO:0004029	HP:0002027
MONDO:0010355	RO:0004020	http://identifiers.org/hgnc/11114
MONDO:0007064	RO:0004020	http://identifiers.org/hgnc/186
MONDO:0022742	RO:0004028	ECTO:0001591
MONDO:0018258	RO:0002573	MONDO:0021136
MONDO:0023011	RO:0002573	MONDO:0021136
MONDO:0007764	RO:0004020	http://identifiers.org/hgnc/6697
MONDO:0010183	RO:0004021	GO:0015889
MONDO:0013236	http://purl.obolibrary.org/obo/mondo#predisposes_towards	MONDO:0009831
MONDO:0012198	RO:0004020	http://identifiers.org/hgnc/11190
MONDO:0014276	RO:0004020	http://identifiers.org/hgnc/1675
MONDO:0005561	RO:0004026	UBERON:0000947
MONDO:0011091	RO:0004020	http://identifiers.org/hgnc/4162
MONDO:0006906	RO:0002573	MONDO:0021136
MONDO:0010948	RO:0004020	http://identifiers.org/hgnc/2394
MONDO:0005148	RO:0004029	HP:0000855
MONDO:0000775	RO:0009501	ECTO:0000509
MONDO:0013369	RO:0004020	http://identifiers.org/hgnc/11947
MONDO:0013141	RO:0004020	http://identifiers.org/hgnc/16257
MONDO:0010343	RO:0004020	http://identifiers.org/hgnc/14287
MONDO:0010908	RO:0004024	GO:0042640
MONDO:0011057	RO:0004026	UBERON:0008998
MONDO:0015798	RO:0002573	MONDO:0021136
MONDO:0012362	RO:0004020	http://identifiers.org/hgnc/9080
MONDO:0013204	RO:0004020	http://identifiers.org/hgnc/16438
MONDO:0003799	RO:0004027	UBERON:0001811
MONDO:0005376	RO:0004026	UBERON:0005777
MONDO:0014589	RO:0004020	http://identifiers.org/hgnc/6257
MONDO:0014201	RO:0004020	http://identifiers.org/hgnc/29040
MONDO:0012436	RO:0004020	http://identifiers.org/hgnc/28510
MONDO:0016981	RO:0002573	HP:0003593
MONDO:0012494	RO:0004020	http://identifiers.org/hgnc/11020
MONDO:0013812	RO:0004020	http://identifiers.org/hgnc/144
MONDO:0005170	RO:0004030	UBERON:0012429
MONDO:0024650	RO:0004028	CHEBI:25367
MONDO:0020510	RO:0002573	MONDO:0021136
MONDO:0056798	RO:0004026	UBERON:0001154
MONDO:0001795	RO:0004028	NCBITaxon:173087
MONDO:0009124	RO:0004029	HP:0000278
MONDO:0012741	RO:0004020	http://identifiers.org/hgnc/29144
MONDO:0011168	RO:0004020	http://identifiers.org/hgnc/6008
MONDO:0005737	RO:0004028	NCBITaxon:186538
MONDO:0014521	RO:0004020	http://identifiers.org/hgnc/6233
MONDO:0012555	RO:0004020	http://identifiers.org/hgnc/2468
MONDO:0008207	RO:0004026	UBERON:0002446
MONDO:0017763	RO:0004021	GO:0006826
MONDO:0021166	RO:0004024	GO:0006954
MONDO:0033839	RO:0004026	UBERON:0001684
MONDO:0014755	RO:0004020	http://identifiers.org/hgnc/6891
MONDO:0019846	RO:0002573	MONDO:0021141
MONDO:0014606	RO:0004020	http://identifiers.org/hgnc/18801
MONDO:0010415	RO:0004020	http://identifiers.org/hgnc/3702
MONDO:0001422	RO:0004029	HP:0003351
MONDO:0017354	RO:0002573	HP:0003593
MONDO:0010651	RO:0004020	http://identifiers.org/hgnc/869
MONDO:0005335	RO:0004026	UBERON:0012652
MONDO:0012650	RO:0004020	http://identifiers.org/hgnc/25737
MONDO:0010584	RO:0004020	http://identifiers.org/hgnc/2890
MONDO:0016330	RO:0002573	MONDO:0021141
MONDO:0021072	RO:0004030	CL:0000166
MONDO:0002203	http://purl.obolibrary.org/obo/mondo#disease_has_major_feature	HP:0002019
MONDO:0016524	RO:0002573	MONDO:0021136
MONDO:0011680	RO:0004020	http://identifiers.org/hgnc/13743
MONDO:0005996	RO:0004029	HP:0001931
MONDO:0008974	RO:0004020	http://identifiers.org/hgnc/6518
MONDO:0001382	RO:0004029	MONDO:0001106
MONDO:0044351	RO:0004028	NCBITaxon:6187
MONDO:0006058	RO:0004030	CL:0000354
MONDO:0024618	RO:0004028	NCBITaxon:138950
MONDO:0013997	RO:0004020	http://identifiers.org/hgnc/20577
MONDO:0021241	RO:0004026	UBERON:0006956
MONDO:0005394	RO:0004026	UBERON:0003499
MONDO:0011942	http://purl.obolibrary.org/obo/mondo#predisposes_towards	MONDO:0007915
MONDO:0017779	RO:0004021	GO:0008456
MONDO:0021146	http://purl.obolibrary.org/obo/mondo#disease_has_major_feature	HP:0002315
MONDO:0001551	http://purl.obolibrary.org/obo/mondo#disease_has_major_feature	HP:0003249
MONDO:0005186	RO:0004028	CHEBI:27958
MONDO:0012750	RO:0004020	http://identifiers.org/hgnc/4315
MONDO:0009014	RO:0004020	http://identifiers.org/hgnc/6309
MONDO:0013282	RO:0004020	http://identifiers.org/hgnc/8941
MONDO:0023013	RO:0004029	MONDO:0001071
MONDO:0005619	RO:0004029	HP:0000988
MONDO:0019189	RO:0004024	GO:0006082
MONDO:0018907	RO:0004029	MONDO:0019590
MONDO:0006470	RO:0004026	UBERON:0002373
MONDO:0002118	RO:0004026	UBERON:0001008
MONDO:0036779	RO:0004026	UBERON:0009472
MONDO:0023579	RO:0004029	HP:0001510
MONDO:0005605	RO:0004030	UBERON:0004645
MONDO:0005756	RO:0004026	UBERON:0001679
MONDO:0019723	RO:0004026	UBERON:0005777
MONDO:0011489	RO:0004020	http://identifiers.org/hgnc/10468
MONDO:0021113	RO:0004024	GO:0007585
MONDO:0017688	RO:0004021	GO:0006096
MONDO:0013816	RO:0004020	http://identifiers.org/hgnc/18084
MONDO:0013112	RO:0004020	http://identifiers.org/hgnc/10602
MONDO:0000463	RO:0004029	HP:0000011
MONDO:0028737	RO:0002573	MONDO:0021136
MONDO:0005983	RO:0004029	HP:0100699
MONDO:0014282	RO:0004020	http://identifiers.org/hgnc/17975
MONDO:0013624	RO:0004020	http://identifiers.org/hgnc/6823
MONDO:0018642	RO:0004020	http://identifiers.org/hgnc/6853
MONDO:0021533	RO:0002573	MONDO:0024491
MONDO:0018288	RO:0002573	MONDO:0021136
MONDO:0014786	RO:0004020	http://identifiers.org/hgnc/11270
MONDO:0013755	RO:0004020	http://identifiers.org/hgnc/9721
MONDO:0013566	RO:0004020	http://identifiers.org/hgnc/20748
MONDO:0003719	RO:0004026	UBERON:0001224
MONDO:0017416	RO:0004026	CL:0000187
MONDO:0044342	RO:0004026	UBERON:0006073
MONDO:0012982	RO:0004020	http://identifiers.org/hgnc/10941
MONDO:0005904	RO:0004027	UBERON:0002407
MONDO:0013214	RO:0004020	http://identifiers.org/hgnc/10906
MONDO:0005296	RO:0004029	HP:0010535
MONDO:0002561	RO:0004020	GO:0005764
MONDO:0013848	RO:0004020	http://identifiers.org/hgnc/29941
MONDO:0008275	RO:0004020	http://identifiers.org/hgnc/11908
MONDO:0006170	RO:0004026	UBERON:0001811
MONDO:0013754	RO:0004020	http://identifiers.org/hgnc/3219
MONDO:0011422	RO:0004020	http://identifiers.org/hgnc/11030
MONDO:0005656	RO:0004028	NCBITaxon:6249
MONDO:0016241	RO:0002573	HP:0011463
MONDO:0041093	RO:0004029	MONDO:0003005
MONDO:0013865	RO:0004020	http://identifiers.org/hgnc/19261
MONDO:0023554	http://purl.obolibrary.org/obo/mondo#disease_has_major_feature	HP:0008669
MONDO:0012835	http://purl.obolibrary.org/obo/mondo#predisposes_towards	MONDO:0007915
MONDO:0007072	RO:0004020	http://identifiers.org/hgnc/15979
MONDO:0005084	RO:0004021	MF:0000020
MONDO:0014062	RO:0004020	http://identifiers.org/hgnc/2939
MONDO:0024284	RO:0004028	NCBITaxon:574145
MONDO:0011012	RO:0002573	MONDO:0021136
MONDO:0004334	RO:0002573	NCIT:C45980
MONDO:0060764	RO:0004020	http://identifiers.org/hgnc/12782
MONDO:0044301	http://purl.obolibrary.org/obo/mondo#predisposes_towards	MONDO:0005396
MONDO:0019648	RO:0004029	HP:0000774
MONDO:0007048	RO:0004020	http://identifiers.org/hgnc/812
MONDO:0005578	RO:0004029	HP:0002829
MONDO:0012923	RO:0004020	http://identifiers.org/hgnc/1527
MONDO:0013509	RO:0004020	http://identifiers.org/hgnc/4586
MONDO:0008791	RO:0004020	http://identifiers.org/hgnc/16280
MONDO:0016203	RO:0002573	MONDO:0021136
MONDO:0009288	RO:0004021	GO:0015152
MONDO:0022918	RO:0004021	GO:0005125
MONDO:0007164	RO:0004020	http://identifiers.org/hgnc/12642
MONDO:0016826	RO:0004029	HP:0002912
MONDO:0014702	RO:0004020	http://identifiers.org/hgnc/9722
MONDO:0011076	RO:0004020	http://identifiers.org/hgnc/2770
MONDO:0005083	RO:0004027	UBERON:0000403
MONDO:0044915	RO:0004026	UBERON:0001837
MONDO:0000836	http://purl.obolibrary.org/obo/mondo#disease_has_major_feature	HP:0011842
MONDO:0003068	RO:0004026	UBERON:0016392
MONDO:0006780	RO:0004028	NCBITaxon:779
MONDO:0014373	RO:0004020	http://identifiers.org/hgnc/3334
MONDO:0014734	RO:0004020	http://identifiers.org/hgnc/13818
MONDO:0009878	RO:0004020	http://identifiers.org/hgnc/9455
MONDO:0009923	RO:0004020	http://identifiers.org/hgnc/11285
MONDO:0001150	RO:0004029	HP:0000238
MONDO:0012350	RO:0004020	http://identifiers.org/hgnc/4883
MONDO:0000651	RO:0004026	UBERON:0000915
MONDO:0014486	RO:0004020	http://identifiers.org/hgnc/16966
MONDO:0024638	RO:0004029	MONDO:0019610
MONDO:0005002	RO:0002573	PATO:0001863
MONDO:0001867	RO:0004028	NCBITaxon:86056
MONDO:0020020	RO:0002573	MONDO:0021136
MONDO:0014919	RO:0004020	http://identifiers.org/hgnc/18505
MONDO:0003004	RO:0004026	UBERON:0000053
MONDO:0025506	RO:0004028	NCBITaxon:85708
MONDO:0019024	RO:0004026	CL:0000097
MONDO:0014571	RO:0004020	http://identifiers.org/hgnc/118
MONDO:0010024	RO:0004029	HP:0001789
MONDO:0007944	RO:0004020	http://identifiers.org/hgnc/11654
MONDO:0017762	RO:0004021	GO:0006878
MONDO:0008592	RO:0004020	http://identifiers.org/hgnc/2916
MONDO:0016625	RO:0002573	MONDO:0021141
MONDO:0009295	RO:0004020	http://identifiers.org/hgnc/8877
MONDO:0014345	RO:0004020	http://identifiers.org/hgnc/15865
MONDO:0008272	RO:0004020	http://identifiers.org/hgnc/4319
MONDO:0011245	RO:0004020	http://identifiers.org/hgnc/4284
MONDO:0005124	RO:0004028	NCBITaxon:1769
MONDO:0014248	RO:0004020	http://identifiers.org/hgnc/11023
MONDO:0016706	RO:0004026	UBERON:0002286
MONDO:0004848	RO:0004029	HP:0000155
MONDO:0008695	RO:0004020	http://identifiers.org/hgnc/1908
MONDO:0009212	RO:0004022	HP:0008321
MONDO:0011702	RO:0004020	http://identifiers.org/hgnc/10807
MONDO:0010006	RO:0004020	http://identifiers.org/hgnc/4879
MONDO:0019614	RO:0004030	UBERON:0005356
MONDO:0017899	RO:0002573	HP:0000006
MONDO:0014680	RO:0004020	http://identifiers.org/hgnc/6118
MONDO:0009655	RO:0004021	GO:0004561
MONDO:0000342	RO:0004029	MONDO:0006547
MONDO:0019036	RO:0002573	MONDO:0021136
MONDO:0014872	RO:0004020	http://identifiers.org/hgnc/4400
MONDO:0007974	RO:0004020	http://identifiers.org/hgnc/20444
MONDO:0013067	RO:0004020	http://identifiers.org/hgnc/3808
MONDO:0005502	RO:0004029	HP:0002315
MONDO:0005855	RO:0004028	NCBITaxon:10279
MONDO:0008476	RO:0004029	HP:0004322
MONDO:0019173	RO:0004029	HP:0001289
MONDO:0007374	RO:0004020	http://identifiers.org/hgnc/30791
MONDO:0011897	RO:0004020	http://identifiers.org/hgnc/30074
MONDO:0002917	RO:0004026	UBERON:0011932
MONDO:0012593	RO:0004020	http://identifiers.org/hgnc/11825
MONDO:0009499	http://purl.obolibrary.org/obo/mondo#disease_has_basis_in_accumulation_of	CHEBI:16874
MONDO:0001972	RO:0004029	HP:0009763
MONDO:0002437	RO:0004022	HP:0001944
MONDO:0014350	RO:0004020	http://identifiers.org/hgnc/2939
MONDO:0011176	RO:0004020	http://identifiers.org/hgnc/17995
MONDO:0009486	RO:0004020	http://identifiers.org/hgnc/11582
MONDO:0014372	RO:0004020	http://identifiers.org/hgnc/19963
MONDO:0014807	RO:0004020	http://identifiers.org/hgnc/24268
MONDO:0018023	RO:0002573	MONDO:0021136
MONDO:0009234	RO:0004020	http://identifiers.org/hgnc/6383
MONDO:0010156	RO:0004020	http://identifiers.org/hgnc/18514
MONDO:0014948	RO:0004020	http://identifiers.org/hgnc/649
MONDO:0005769	RO:0004029	HP:0002321
MONDO:0012787	RO:0004020	http://identifiers.org/hgnc/16268
MONDO:0013990	RO:0004020	http://identifiers.org/hgnc/8740
MONDO:0000294	RO:0004028	NCBITaxon:53467
MONDO:0013597	RO:0004020	http://identifiers.org/hgnc/11609
MONDO:0004187	RO:0002573	MONDO:0021136
MONDO:0013929	RO:0004020	http://identifiers.org/hgnc/1268
MONDO:0015180	RO:0004022	HP:0002630
MONDO:0014918	RO:0004020	http://identifiers.org/hgnc/3705
MONDO:0013301	RO:0004020	http://identifiers.org/hgnc/2594
MONDO:0014018	RO:0004020	http://identifiers.org/hgnc/29106
MONDO:0003214	RO:0004026	UBERON:0008974
MONDO:0022648	RO:0004029	MONDO:0004994
MONDO:0007284	RO:0004020	http://identifiers.org/hgnc/2417
MONDO:0005081	RO:0002573	MONDO:0021136
MONDO:0016154	RO:0004020	PR:000010730
MONDO:0013882	RO:0004020	http://identifiers.org/hgnc/23215
MONDO:0005807	RO:0004029	HP:0001888
MONDO:0014986	RO:0004020	http://identifiers.org/hgnc/9817
MONDO:0009837	RO:0004020	http://identifiers.org/hgnc/11998
MONDO:0011930	RO:0004020	http://identifiers.org/hgnc/282
MONDO:0018105	RO:0004029	MONDO:0005147
MONDO:0043251	RO:0004026	UBERON:0011595
MONDO:0019226	RO:0004021	GO:1904659
MONDO:0013421	RO:0004020	http://identifiers.org/hgnc/1353
MONDO:0045011	RO:0004024	GO:0031424
MONDO:0002429	RO:0004029	HP:0002090
MONDO:0000779	RO:0004028	NCBITaxon:3750
MONDO:0011570	RO:0004020	http://identifiers.org/hgnc/28845
MONDO:0006036	RO:0004026	CL:0000501
MONDO:0020217	RO:0004021	GO:0001755
MONDO:0005850	RO:0004029	HP:0002716
MONDO:0011246	RO:0004020	http://identifiers.org/hgnc/1938
MONDO:0003790	RO:0004030	UBERON:0001335
MONDO:0010945	RO:0004020	http://identifiers.org/hgnc/1375
MONDO:0000889	RO:0004028	NCBITaxon:727
MONDO:0013550	RO:0004020	http://identifiers.org/hgnc/3756
MONDO:0007103	RO:0004020	http://identifiers.org/hgnc/11179
MONDO:0014682	RO:0004020	http://identifiers.org/hgnc/4798
MONDO:0005845	RO:0004027	UBERON:0010743
MONDO:0000987	RO:0004021	GO:0042632
MONDO:0013539	RO:0004020	http://identifiers.org/hgnc/6719
MONDO:0016697	RO:0002573	MONDO:0024491
MONDO:0001046	RO:0004029	HP:0002023
MONDO:0007208	RO:0004020	http://identifiers.org/hgnc/3755
MONDO:0100068	RO:0004020	http://identifiers.org/hgnc/23088
MONDO:0007762	RO:0004020	http://identifiers.org/hgnc/17288
MONDO:0019508	RO:0004029	HP:0100267
MONDO:0009940	RO:0004029	HP:0011002
MONDO:0020199	RO:0002573	MONDO:0021136
MONDO:0011424	RO:0002573	MONDO:0021141
MONDO:0012221	RO:0004020	http://identifiers.org/hgnc/7631
MONDO:0000301	RO:0004028	NCBITaxon:123737
MONDO:0021364	RO:0004026	UBERON:0001729
MONDO:0030705	RO:0004028	NCBITaxon:5722
MONDO:0008785	RO:0004020	http://identifiers.org/hgnc/26054
MONDO:0018626	RO:0004029	HP:0001433
MONDO:0014437	RO:0004020	http://identifiers.org/hgnc/30000
MONDO:0008458	RO:0004020	http://identifiers.org/hgnc/10555
MONDO:0020288	http://purl.obolibrary.org/obo/mondo#disease_has_major_feature	HP:0006705
MONDO:0018718	RO:0002573	MONDO:0021136
MONDO:0013478	RO:0004020	http://identifiers.org/hgnc/9076
MONDO:0006098	RO:0004026	UBERON:0018140
MONDO:0007766	RO:0002573	MONDO:0021136
MONDO:0005990	RO:0004027	UBERON:0000379
MONDO:0012602	RO:0004020	http://identifiers.org/hgnc/9944
MONDO:0010822	RO:0004020	http://identifiers.org/hgnc/17063
MONDO:0014178	RO:0004020	http://identifiers.org/hgnc/5033
MONDO:0001247	RO:0004024	GO:0035176
MONDO:0016003	RO:0004029	HP:0002315
MONDO:0014553	RO:0004020	http://identifiers.org/hgnc/21150
MONDO:0018087	RO:0002573	MONDO:0021136
MONDO:0009107	RO:0004020	http://identifiers.org/hgnc/10994
MONDO:0014733	RO:0004020	http://identifiers.org/hgnc/11474
MONDO:0019788	RO:0002573	MONDO:0021136
MONDO:0005136	RO:0004029	HP:0001903
MONDO:0010622	RO:0004021	GO:0004773
MONDO:0009909	RO:0004020	http://identifiers.org/hgnc/8910
MONDO:0003083	RO:0004021	GO:0048845
