icd	icd_label	bucket	mondo	mondo_label	predicate	cardinality	lexical	verdict	rationale	qualifier
ICD10CM:Q04.3	Other reduction deformities of brain	RESIDUAL	MONDO:0018772	Joubert syndrome	provenance-only:orphanet	80	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0050777"", source=""Orphanet:475""}"
ICD10CM:Q04.3	Other reduction deformities of brain	RESIDUAL	MONDO:0018838	lissencephaly spectrum disorders	provenance-only:orphanet	80	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:48471/inclusion"", source=""DOID:0050453"", source=""Orphanet:48471""}"
ICD10CM:Q04.3	Other reduction deformities of brain	RESIDUAL	MONDO:0018860	microlissencephaly-micromelia syndrome	provenance-only:orphanet	80	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:50810""}"
ICD10CM:Q04.3	Other reduction deformities of brain	RESIDUAL	MONDO:0018869	cobblestone lissencephaly	provenance-only:orphanet	80	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:51577/inclusion"", source=""Orphanet:51577""}"
ICD10CM:Q04.3	Other reduction deformities of brain	RESIDUAL	MONDO:0018939	muscle-eye-brain disease	provenance-only:orphanet	80	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:588""}"
ICD10CM:Q04.3	Other reduction deformities of brain	RESIDUAL	MONDO:0018946	rhombencephalosynapsis	provenance-only:orphanet	80	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:59315""}"
ICD10CM:Q04.3	Other reduction deformities of brain	RESIDUAL	MONDO:0019449	lissencephaly type 3-familial fetal akinesia sequence syndrome	provenance-only:orphanet	80	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:86821""}"
ICD10CM:Q04.3	Other reduction deformities of brain	RESIDUAL	MONDO:0019450	lissencephaly with cerebellar hypoplasia	provenance-only:orphanet	80	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:86823""}"
ICD10CM:Q04.3	Other reduction deformities of brain	RESIDUAL	MONDO:0020135	pontocerebellar hypoplasia	provenance-only:orphanet	80	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:98523""}"
ICD10CM:Q04.3	Other reduction deformities of brain	RESIDUAL	MONDO:0020340	bilateral perisylvian polymicrogyria	provenance-only:orphanet	80	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:98889""}"
ICD10CM:Q04.3	Other reduction deformities of brain	RESIDUAL	MONDO:0020491	subcortical band heterotopia	provenance-only:orphanet	80	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:99796""}"
ICD10CM:Q04.3	Other reduction deformities of brain	RESIDUAL	MONDO:0800103	COACH syndrome 1	provenance-only:orphanet	80	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:1454""}"
ICD10CM:Q04.6	Congenital cerebral cysts	DISEASE	MONDO:0010011	schizencephaly	provenance-only:orphanet	3	no	KEEP-as-broadMatch	3 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:799/inclusion"", source=""Orphanet:799""}"
ICD10CM:Q04.6	Congenital cerebral cysts	DISEASE	MONDO:0017410	porencephaly	provenance-only:orphanet	3	no	KEEP-as-broadMatch	3 Mondo terms share this code; Mondo is narrower	"{source=""DOID:0060263"", source=""Orphanet:2940"", source=""Orphanet:2940/index""}"
ICD10CM:Q04.6	Congenital cerebral cysts	DISEASE	MONDO:0020496	familial porencephaly	provenance-only:orphanet	3	no	KEEP-as-broadMatch	3 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:99810/inclusion"", source=""Orphanet:99810""}"
ICD10CM:Q04.8	Other specified congenital malformations of brain	RESIDUAL	MONDO:0008428	septooptic dysplasia	provenance-only:orphanet	28	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:3157"", source=""DOID:0060857""}"
ICD10CM:Q04.8	Other specified congenital malformations of brain	RESIDUAL	MONDO:0009167	Bonnemann-Meinecke-Reich syndrome	provenance-only:orphanet	28	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:1261""}"
ICD10CM:Q04.8	Other specified congenital malformations of brain	RESIDUAL	MONDO:0010569	X-linked complicated corpus callosum dysgenesis	provenance-only:orphanet	28	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:1497""}"
ICD10CM:Q04.8	Other specified congenital malformations of brain	RESIDUAL	MONDO:0011504	NDE1-related microhydranencephaly	provenance-only:orphanet	28	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:443162""}"
ICD10CM:Q04.8	Other specified congenital malformations of brain	RESIDUAL	MONDO:0011818	isolated focal cortical dysplasia type II	provenance-only:orphanet	28	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:268994""}"
ICD10CM:Q04.8	Other specified congenital malformations of brain	RESIDUAL	MONDO:0012400	cortical dysplasia-focal epilepsy syndrome	provenance-only:orphanet	28	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:163681"", source=""DOID:0090130""}"
ICD10CM:Q04.8	Other specified congenital malformations of brain	RESIDUAL	MONDO:0013858	pontine tegmental cap dysplasia	provenance-only:orphanet	28	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:269229""}"
ICD10CM:Q04.8	Other specified congenital malformations of brain	RESIDUAL	MONDO:0015093	sub-cortical nodular heterotopia	provenance-only:orphanet	28	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:101029""}"
ICD10CM:Q04.8	Other specified congenital malformations of brain	RESIDUAL	MONDO:0015094	subependymal nodular heterotopia	provenance-only:orphanet	28	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:101030""}"
ICD10CM:Q04.8	Other specified congenital malformations of brain	RESIDUAL	MONDO:0016161	cerebral gigantism-jaw cysts syndrome	provenance-only:orphanet	28	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:2081""}"
ICD10CM:Q04.8	Other specified congenital malformations of brain	RESIDUAL	MONDO:0016292	nodular neuronal heterotopia	provenance-only:orphanet	28	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:2149""}"
ICD10CM:Q04.8	Other specified congenital malformations of brain	RESIDUAL	MONDO:0016572	central bilateral macrogyria	provenance-only:orphanet	28	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:2431""}"
ICD10CM:Q04.8	Other specified congenital malformations of brain	RESIDUAL	MONDO:0017094	cerebral cortical dysplasia	provenance-only:orphanet	28	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:268950""}"
ICD10CM:Q04.8	Other specified congenital malformations of brain	RESIDUAL	MONDO:0017095	isolated focal cortical dysplasia type I	provenance-only:orphanet	28	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:268961""}"
ICD10CM:Q04.8	Other specified congenital malformations of brain	RESIDUAL	MONDO:0017096	isolated focal cortical dysplasia type Ia	provenance-only:orphanet	28	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:268973""}"
ICD10CM:Q04.8	Other specified congenital malformations of brain	RESIDUAL	MONDO:0017097	isolated focal cortical dysplasia type Ib	provenance-only:orphanet	28	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:268980""}"
ICD10CM:Q04.8	Other specified congenital malformations of brain	RESIDUAL	MONDO:0017098	isolated focal cortical dysplasia type Ic	provenance-only:orphanet	28	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:268987""}"
ICD10CM:Q04.8	Other specified congenital malformations of brain	RESIDUAL	MONDO:0017101	isolated focal cortical dysplasia type IIa	provenance-only:orphanet	28	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:269001""}"
ICD10CM:Q04.8	Other specified congenital malformations of brain	RESIDUAL	MONDO:0017102	isolated focal cortical dysplasia type IIb	provenance-only:orphanet	28	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:269008""}"
ICD10CM:Q04.8	Other specified congenital malformations of brain	RESIDUAL	MONDO:0017140	L1 syndrome	provenance-only:orphanet	28	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:275543""}"
ICD10CM:Q04.8	Other specified congenital malformations of brain	RESIDUAL	MONDO:0017868	diencephalic-mesencephalic junction dysplasia	provenance-only:orphanet	28	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:319192""}"
ICD10CM:Q04.8	Other specified congenital malformations of brain	RESIDUAL	MONDO:0018123	intellectual disability-obesity-brain malformations-facial dysmorphism syndrome	provenance-only:orphanet	28	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:352530""}"
ICD10CM:Q04.8	Other specified congenital malformations of brain	RESIDUAL	MONDO:0018125	focal epilepsy-intellectual disability-cerebro-cerebellar malformation	provenance-only:orphanet	28	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:352587""}"
ICD10CM:Q04.8	Other specified congenital malformations of brain	RESIDUAL	MONDO:0018838	lissencephaly spectrum disorders	provenance-only:doid	28	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0050453""}"
ICD10CM:Q04.8	Other specified congenital malformations of brain	RESIDUAL	MONDO:0019002	Lhermitte-Duclos disease	provenance-only:orphanet	28	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:65285""}"
ICD10CM:Q04.8	Other specified congenital malformations of brain	RESIDUAL	MONDO:0019009	isolated focal cortical dysplasia	provenance-only:orphanet	28	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:65683""}"
ICD10CM:Q04.8	Other specified congenital malformations of brain	RESIDUAL	MONDO:0019375	megalencephaly-polymicrogyria-postaxial polydactyly-hydrocephalus syndrome	provenance-only:orphanet	28	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:83473""}"
ICD10CM:Q04.8	Other specified congenital malformations of brain	RESIDUAL	MONDO:0020341	periventricular nodular heterotopia	provenance-only:orphanet	28	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:98892""}"
ICD10CM:Q05.0	Cervical spina bifida with hydrocephalus	DISEASE	MONDO:0017062	spina bifida aperta	provenance-only:orphanet	5	no	KEEP-as-broadMatch	5 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:268369""}"
ICD10CM:Q05.0	Cervical spina bifida with hydrocephalus	DISEASE	MONDO:0017069	spina bifida cystica	provenance-only:orphanet	5	no	KEEP-as-broadMatch	5 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:268744""}"
ICD10CM:Q05.0	Cervical spina bifida with hydrocephalus	DISEASE	MONDO:0017077	myelocystocele	provenance-only:orphanet	5	no	KEEP-as-broadMatch	5 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:268813""}"
ICD10CM:Q05.0	Cervical spina bifida with hydrocephalus	DISEASE	MONDO:0019351	isolated spina bifida	orphanet-btnt	5	no	KEEP-as-broadMatch	5 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:823/btnt"", source=""Orphanet:823"", source=""Orphanet:823/specific""}"
ICD10CM:Q05.0	Cervical spina bifida with hydrocephalus	DISEASE	MONDO:0019773	myelomeningocele	provenance-only:orphanet	5	no	KEEP-as-broadMatch	5 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:93969""}"
ICD10CM:Q05.1	Thoracic spina bifida with hydrocephalus	DISEASE	MONDO:0017062	spina bifida aperta	provenance-only:orphanet	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:268369""}"
ICD10CM:Q05.1	Thoracic spina bifida with hydrocephalus	DISEASE	MONDO:0017069	spina bifida cystica	provenance-only:orphanet	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:268744""}"
ICD10CM:Q05.1	Thoracic spina bifida with hydrocephalus	DISEASE	MONDO:0017076	posterior meningocele	provenance-only:orphanet	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:268810""}"
ICD10CM:Q05.1	Thoracic spina bifida with hydrocephalus	DISEASE	MONDO:0017077	myelocystocele	provenance-only:orphanet	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:268813""}"
ICD10CM:Q05.1	Thoracic spina bifida with hydrocephalus	DISEASE	MONDO:0019351	isolated spina bifida	orphanet-btnt	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:823/btnt"", source=""Orphanet:823"", source=""Orphanet:823/specific""}"
ICD10CM:Q05.1	Thoracic spina bifida with hydrocephalus	DISEASE	MONDO:0019773	myelomeningocele	provenance-only:orphanet	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:93969""}"
ICD10CM:Q05.2	Lumbar spina bifida with hydrocephalus	DISEASE	MONDO:0017062	spina bifida aperta	provenance-only:orphanet	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:268369""}"
ICD10CM:Q05.2	Lumbar spina bifida with hydrocephalus	DISEASE	MONDO:0017069	spina bifida cystica	provenance-only:orphanet	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:268744""}"
ICD10CM:Q05.2	Lumbar spina bifida with hydrocephalus	DISEASE	MONDO:0017076	posterior meningocele	provenance-only:orphanet	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:268810""}"
ICD10CM:Q05.2	Lumbar spina bifida with hydrocephalus	DISEASE	MONDO:0017077	myelocystocele	provenance-only:orphanet	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:268813""}"
ICD10CM:Q05.2	Lumbar spina bifida with hydrocephalus	DISEASE	MONDO:0019351	isolated spina bifida	orphanet-btnt	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:823/btnt"", source=""Orphanet:823"", source=""Orphanet:823/specific""}"
ICD10CM:Q05.2	Lumbar spina bifida with hydrocephalus	DISEASE	MONDO:0019773	myelomeningocele	provenance-only:orphanet	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:93969""}"
ICD10CM:Q05.3	Sacral spina bifida with hydrocephalus	DISEASE	MONDO:0017062	spina bifida aperta	provenance-only:orphanet	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:268369""}"
ICD10CM:Q05.3	Sacral spina bifida with hydrocephalus	DISEASE	MONDO:0017069	spina bifida cystica	provenance-only:orphanet	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:268744""}"
ICD10CM:Q05.3	Sacral spina bifida with hydrocephalus	DISEASE	MONDO:0017076	posterior meningocele	provenance-only:orphanet	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:268810""}"
ICD10CM:Q05.3	Sacral spina bifida with hydrocephalus	DISEASE	MONDO:0017077	myelocystocele	provenance-only:orphanet	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:268813""}"
ICD10CM:Q05.3	Sacral spina bifida with hydrocephalus	DISEASE	MONDO:0019351	isolated spina bifida	orphanet-btnt	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:823/btnt"", source=""Orphanet:823"", source=""Orphanet:823/specific""}"
ICD10CM:Q05.3	Sacral spina bifida with hydrocephalus	DISEASE	MONDO:0019773	myelomeningocele	provenance-only:orphanet	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:93969""}"
ICD10CM:Q05.4	Unspecified spina bifida with hydrocephalus	RESIDUAL	MONDO:0017062	spina bifida aperta	provenance-only:orphanet	6	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:268369""}"
ICD10CM:Q05.4	Unspecified spina bifida with hydrocephalus	RESIDUAL	MONDO:0017069	spina bifida cystica	provenance-only:orphanet	6	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:268744""}"
ICD10CM:Q05.4	Unspecified spina bifida with hydrocephalus	RESIDUAL	MONDO:0017076	posterior meningocele	provenance-only:orphanet	6	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:268810""}"
ICD10CM:Q05.4	Unspecified spina bifida with hydrocephalus	RESIDUAL	MONDO:0017077	myelocystocele	provenance-only:orphanet	6	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:268813""}"
ICD10CM:Q05.4	Unspecified spina bifida with hydrocephalus	RESIDUAL	MONDO:0019351	isolated spina bifida	orphanet-btnt	6	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:823/btnt"", source=""Orphanet:823"", source=""Orphanet:823/specific""}"
ICD10CM:Q05.4	Unspecified spina bifida with hydrocephalus	RESIDUAL	MONDO:0019773	myelomeningocele	provenance-only:orphanet	6	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:93969""}"
ICD10CM:Q05.5	Cervical spina bifida without hydrocephalus	DISEASE	MONDO:0017062	spina bifida aperta	provenance-only:orphanet	5	no	KEEP-as-broadMatch	5 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:268369""}"
ICD10CM:Q05.5	Cervical spina bifida without hydrocephalus	DISEASE	MONDO:0017069	spina bifida cystica	provenance-only:orphanet	5	no	KEEP-as-broadMatch	5 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:268744""}"
ICD10CM:Q05.5	Cervical spina bifida without hydrocephalus	DISEASE	MONDO:0017077	myelocystocele	provenance-only:orphanet	5	no	KEEP-as-broadMatch	5 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:268813""}"
