?cls	?replCls	?consCls
<http://purl.obolibrary.org/obo/MONDO_0004084>	"MONDO:0006200"	
<http://purl.obolibrary.org/obo/MONDO_0004097>	"MONDO:0021090"	
<http://purl.obolibrary.org/obo/MONDO_0004113>	"MONDO:0017600"	
<http://purl.obolibrary.org/obo/MONDO_0004115>	"MONDO:0006219"	
<http://purl.obolibrary.org/obo/MONDO_0004119>	"MONDO:0006197"	
<http://purl.obolibrary.org/obo/MONDO_0004121>	"MONDO:0006390"	
<http://purl.obolibrary.org/obo/MONDO_0004123>	"MONDO:0006265"	
<http://purl.obolibrary.org/obo/MONDO_0004137>	<http://purl.obolibrary.org/obo/MONDO_0018492>	
<http://purl.obolibrary.org/obo/MONDO_0004138>	"MONDO:0006297"	
<http://purl.obolibrary.org/obo/MONDO_0004154>	"MONDO:0018843"	
<http://purl.obolibrary.org/obo/MONDO_0004157>	"MONDO:0018523"	
<http://purl.obolibrary.org/obo/MONDO_0004167>	"MONDO:0024386"	
<http://purl.obolibrary.org/obo/MONDO_0004171>	"MONDO:0015528"	
<http://purl.obolibrary.org/obo/MONDO_0004179>	"MONDO:0016707"	
<http://purl.obolibrary.org/obo/MONDO_0004228>	"MONDO:0018555"	
<http://purl.obolibrary.org/obo/MONDO_0004246>	"MONDO:0005833"	
<http://purl.obolibrary.org/obo/MONDO_0004282>	"MONDO:0006189"	
<http://purl.obolibrary.org/obo/MONDO_0004284>		
<http://purl.obolibrary.org/obo/MONDO_0004342>	"MONDO:0006479"	
<http://purl.obolibrary.org/obo/MONDO_0004347>	<http://purl.obolibrary.org/obo/MONDO_0018523>	
<http://purl.obolibrary.org/obo/MONDO_0004362>	"MONDO:0005917"	
<http://purl.obolibrary.org/obo/MONDO_0004388>	"MONDO:0020513"	
<http://purl.obolibrary.org/obo/MONDO_0004395>	"MONDO:0016702"	
<http://purl.obolibrary.org/obo/MONDO_0004399>	"MONDO:0006458"	
<http://purl.obolibrary.org/obo/MONDO_0004434>	"MONDO:0002299"	
<http://purl.obolibrary.org/obo/MONDO_0004437>	"MONDO:0006409"	
<http://purl.obolibrary.org/obo/MONDO_0004470>	"MONDO:0018381"	
<http://purl.obolibrary.org/obo/MONDO_0004476>	"MONDO:0006452"	
<http://purl.obolibrary.org/obo/MONDO_0004480>	"MONDO:0004481"	
<http://purl.obolibrary.org/obo/MONDO_0004515>	"MONDO:0002722"	
<http://purl.obolibrary.org/obo/MONDO_0004536>	"MONDO:0006141"	
<http://purl.obolibrary.org/obo/MONDO_0004576>	"MONDO:0019975"	
<http://purl.obolibrary.org/obo/MONDO_0004581>	"MONDO:0019562"	
<http://purl.obolibrary.org/obo/MONDO_0004589>	"MONDO:0019118"	
<http://purl.obolibrary.org/obo/MONDO_0004590>	"MONDO:0019118"	
<http://purl.obolibrary.org/obo/MONDO_0004602>	"MONDO:0019735"	
<http://purl.obolibrary.org/obo/MONDO_0004606>	"MONDO:0018824"	
<http://purl.obolibrary.org/obo/MONDO_0004610>	"MONDO:0015454"	
<http://purl.obolibrary.org/obo/MONDO_0004632>	"MONDO:0004952"	
<http://purl.obolibrary.org/obo/MONDO_0004654>	"MONDO:0019168"	
<http://purl.obolibrary.org/obo/MONDO_0004655>	"MONDO:0018872"	
<http://purl.obolibrary.org/obo/MONDO_0004676>	"MONDO:0020074"	
<http://purl.obolibrary.org/obo/MONDO_0004683>	"MONDO:0016030"	
<http://purl.obolibrary.org/obo/MONDO_0004688>	"MONDO:0015194"	
<http://purl.obolibrary.org/obo/MONDO_0004692>	"MONDO:0018805"	
<http://purl.obolibrary.org/obo/MONDO_0004704>	"MONDO:0019053"	
<http://purl.obolibrary.org/obo/MONDO_0004711>	"MONDO:0019065"	
<http://purl.obolibrary.org/obo/MONDO_0004722>	"MONDO:0010518"	
<http://purl.obolibrary.org/obo/MONDO_0004734>	"MONDO:0016028"	
<http://purl.obolibrary.org/obo/MONDO_0004735>		
<http://purl.obolibrary.org/obo/MONDO_0004740>	"MONDO:0009388"	
<http://purl.obolibrary.org/obo/MONDO_0004761>	"HP:0008722"	"NCIT:C39861"
<http://purl.obolibrary.org/obo/MONDO_0004776>	"MONDO:0017210"	
<http://purl.obolibrary.org/obo/MONDO_0004783>	"MONDO:0019591"	
<http://purl.obolibrary.org/obo/MONDO_0004791>	"MONDO:0019245"	
<http://purl.obolibrary.org/obo/MONDO_0004793>	"MONDO:0006003"	
<http://purl.obolibrary.org/obo/MONDO_0004798>	"MONDO:0019618"	
<http://purl.obolibrary.org/obo/MONDO_0004807>	"MONDO:0019122"	
<http://purl.obolibrary.org/obo/MONDO_0004809>	"MONDO:0005689"	
<http://purl.obolibrary.org/obo/MONDO_0004814>	"MONDO:0019293"	
<http://purl.obolibrary.org/obo/MONDO_0004825>	"MONDO:0019956"	
<http://purl.obolibrary.org/obo/MONDO_0004839>	"MONDO:0016755"	
<http://purl.obolibrary.org/obo/MONDO_0004850>	"MONDO:0020502"	
<http://purl.obolibrary.org/obo/MONDO_0004870>	"MONDO:0006626"	
<http://purl.obolibrary.org/obo/MONDO_0004887>	"MONDO:0019170"	
<http://purl.obolibrary.org/obo/MONDO_0004906>	"MONDO:0009249"	
<http://purl.obolibrary.org/obo/MONDO_0004908>	"MONDO:0018116"	
<http://purl.obolibrary.org/obo/MONDO_0004912>	"MONDO:0020121"	
<http://purl.obolibrary.org/obo/MONDO_0004915>	<http://purl.obolibrary.org/obo/MONDO_0005076>	
<http://purl.obolibrary.org/obo/MONDO_0004916>	<http://purl.obolibrary.org/obo/MONDO_0006906>	
<http://purl.obolibrary.org/obo/MONDO_0004921>	"MONDO:0017882"	
<http://purl.obolibrary.org/obo/MONDO_0004945>	"MONDO:0015691"	
<http://purl.obolibrary.org/obo/MONDO_0004954>	"MONDO:0007650"	
<http://purl.obolibrary.org/obo/MONDO_0004968>	"MONDO:0018871"	
<http://purl.obolibrary.org/obo/MONDO_0004998>	"MONDO:0018447"	
<http://purl.obolibrary.org/obo/MONDO_0004999>	"MONDO:0008977"	
<http://purl.obolibrary.org/obo/MONDO_0005000>	"MONDO:0017885"	
<http://purl.obolibrary.org/obo/MONDO_0005014>	"MONDO:0016367"	
<http://purl.obolibrary.org/obo/MONDO_0005018>	"MONDO:0018905"	
<http://purl.obolibrary.org/obo/MONDO_0005022>	"MONDO:0005590"	
<http://purl.obolibrary.org/obo/MONDO_0005024>	"MONDO:0004849"	
<http://purl.obolibrary.org/obo/MONDO_0005038>	"MONDO:0003847"	
<http://purl.obolibrary.org/obo/MONDO_0005054>	"MONDO:0008054"	
<http://purl.obolibrary.org/obo/MONDO_0005064>	"MONDO:0004796"	
<http://purl.obolibrary.org/obo/MONDO_0005069>	"MONDO:0016158"	
<http://purl.obolibrary.org/obo/MONDO_0005088>	"MONDO:0008383"	
<http://purl.obolibrary.org/obo/MONDO_0005107>	"MONDO:0018902"	
<http://purl.obolibrary.org/obo/MONDO_0005123>		
<http://purl.obolibrary.org/obo/MONDO_0005158>	"MONDO:0000016"	
<http://purl.obolibrary.org/obo/MONDO_0005162>	"MONDO:0005812"	
<http://purl.obolibrary.org/obo/MONDO_0005171>	"MONDO:0020076"	
<http://purl.obolibrary.org/obo/MONDO_0005199>	"MONDO:0018920"	
<http://purl.obolibrary.org/obo/MONDO_0005205>	"MONDO:0007915"	
<http://purl.obolibrary.org/obo/MONDO_0005209>	"MONDO:0000607"	
<http://purl.obolibrary.org/obo/MONDO_0005222>	"MONDO:0004655"	
<http://purl.obolibrary.org/obo/MONDO_0005225>	"MONDO:0020320"	
<http://purl.obolibrary.org/obo/MONDO_0005226>	"MONDO:0019458"	
<http://purl.obolibrary.org/obo/MONDO_0005228>	"MONDO:0020325"	
<http://purl.obolibrary.org/obo/MONDO_0005234>	"MONDO:0019127"	
<http://purl.obolibrary.org/obo/MONDO_0005237>	"MONDO:0020562"	
<http://purl.obolibrary.org/obo/MONDO_0005239>	"MONDO:0020563"	
<http://purl.obolibrary.org/obo/MONDO_0005241>	"MONDO:0006639"	
<http://purl.obolibrary.org/obo/MONDO_0005243>	"MONDO:0018912"	
<http://purl.obolibrary.org/obo/MONDO_0005245>	"MONDO:0003669"	
<http://purl.obolibrary.org/obo/MONDO_0005248>	<http://purl.obolibrary.org/obo/MONDO_0003924>	
<http://purl.obolibrary.org/obo/MONDO_0005251>		
<http://purl.obolibrary.org/obo/MONDO_0005268>	"MONDO:0007699"	
<http://purl.obolibrary.org/obo/MONDO_0005270>	"MONDO:0020128"	
<http://purl.obolibrary.org/obo/MONDO_0005273>	"MONDO:0019454"	
<http://purl.obolibrary.org/obo/MONDO_0005274>	<http://purl.obolibrary.org/obo/MONDO_0019157>	
<http://purl.obolibrary.org/obo/MONDO_0005317>	"MONDO:0004790"	
<http://purl.obolibrary.org/obo/MONDO_0005329>	"MONDO:0016982"	
<http://purl.obolibrary.org/obo/MONDO_0005330>	"MONDO:0016982"	
<http://purl.obolibrary.org/obo/MONDO_0005331>	"MONDO:0019796"	
<http://purl.obolibrary.org/obo/MONDO_0005332>	<http://purl.obolibrary.org/obo/MONDO_0006238>	
<http://purl.obolibrary.org/obo/MONDO_0005337>	"MONDO:0005244"	
<http://purl.obolibrary.org/obo/MONDO_0005343>	"MONDO:0006011"	
<http://purl.obolibrary.org/obo/MONDO_0005353>	"MONDO:0005689"	
<http://purl.obolibrary.org/obo/MONDO_0005360>	"MONDO:0006345"	
<http://purl.obolibrary.org/obo/MONDO_0005368>	"MONDO:0008114"	
<http://purl.obolibrary.org/obo/MONDO_0005370>	"MONDO:0015925"	
<http://purl.obolibrary.org/obo/MONDO_0005378>	"MONDO:0019100"	
<http://purl.obolibrary.org/obo/MONDO_0005389>	"MONDO:0018646"	
<http://purl.obolibrary.org/obo/MONDO_0005390>	"MONDO:0007263"	
<http://purl.obolibrary.org/obo/MONDO_0005400>	"MONDO:0000190"	
<http://purl.obolibrary.org/obo/MONDO_0005415>	"MONDO:0015796"	
<http://purl.obolibrary.org/obo/MONDO_0005421>	"MONDO:0001560"	
<http://purl.obolibrary.org/obo/MONDO_0005422>	"MONDO:0004665"	
<http://purl.obolibrary.org/obo/MONDO_0005423>	"MONDO:0000082"	
<http://purl.obolibrary.org/obo/MONDO_0005427>	"MONDO:0004648"	
<http://purl.obolibrary.org/obo/MONDO_0005428>	"MONDO:0008219"	
<http://purl.obolibrary.org/obo/MONDO_0005431>	"MONDO:0019810"	
<http://purl.obolibrary.org/obo/MONDO_0005444>	"MONDO:0011989"	
<http://purl.obolibrary.org/obo/MONDO_0005450>	"MONDO:0007179"	
<http://purl.obolibrary.org/obo/MONDO_0005455>	"MONDO:0019087"	
<http://purl.obolibrary.org/obo/MONDO_0005456>	"MONDO:0018695"	
<http://purl.obolibrary.org/obo/MONDO_0005458>	"MONDO:0019186"	
<http://purl.obolibrary.org/obo/MONDO_0005472>	"MONDO:0019512"	
<http://purl.obolibrary.org/obo/MONDO_0005474>	"MONDO:0005061"	
<http://purl.obolibrary.org/obo/MONDO_0005513>	"MONDO:0009354"	
<http://purl.obolibrary.org/obo/MONDO_0005521>	"MONDO:0019345"	
<http://purl.obolibrary.org/obo/MONDO_0005529>	"MONDO:0009609"	
<http://purl.obolibrary.org/obo/MONDO_0005540>	"MONDO:0002169"	
<http://purl.obolibrary.org/obo/MONDO_0005548>	"MONDO:0002728"	
<http://purl.obolibrary.org/obo/MONDO_0005553>	"MONDO:0001223"	
<http://purl.obolibrary.org/obo/MONDO_0005573>	"MONDO:0007179"	
<http://purl.obolibrary.org/obo/MONDO_0005577>	"MONDO:0019371"	
<http://purl.obolibrary.org/obo/MONDO_0005587>	"MONDO:0018908"	
<http://purl.obolibrary.org/obo/MONDO_0005600>	"MONDO:0002752"	
<http://purl.obolibrary.org/obo/MONDO_0005604>	"MONDO:0018689"	
<http://purl.obolibrary.org/obo/MONDO_0005612>	"MONDO:0003355"	
<http://purl.obolibrary.org/obo/MONDO_0005622>	"MONDO:0018882"	
<http://purl.obolibrary.org/obo/MONDO_0005633>	"MONDO:0019383"	
<http://purl.obolibrary.org/obo/MONDO_0005637>	"MONDO:0019355"	
<http://purl.obolibrary.org/obo/MONDO_0005646>	"MONDO:0015200"	
<http://purl.obolibrary.org/obo/MONDO_0005653>	"MONDO:0016466"	
<http://purl.obolibrary.org/obo/MONDO_0005666>	"MONDO:0015274"	
<http://purl.obolibrary.org/obo/MONDO_0005681>	<http://purl.obolibrary.org/obo/MONDO_0015265>	
<http://purl.obolibrary.org/obo/MONDO_0005685>	"MONDO:0019082"	
<http://purl.obolibrary.org/obo/MONDO_0005686>	"MONDO:0021641"	
<http://purl.obolibrary.org/obo/MONDO_0005702>	"MONDO:0015908"	
<http://purl.obolibrary.org/obo/MONDO_0005703>	"MONDO:0015943"	
<http://purl.obolibrary.org/obo/MONDO_0005726>	"MONDO:0015484"	
<http://purl.obolibrary.org/obo/MONDO_0005727>	"MONDO:0018769"	
<http://purl.obolibrary.org/obo/MONDO_0005732>	"MONDO:0015260"	
<http://purl.obolibrary.org/obo/MONDO_0005733>	"MONDO:0015636"	
<http://purl.obolibrary.org/obo/MONDO_0005735>	"MONDO:0016472"	
<http://purl.obolibrary.org/obo/MONDO_0005760>	"MONDO:0021045"	
<http://purl.obolibrary.org/obo/MONDO_0005781>	"MONDO:0017879"	
<http://purl.obolibrary.org/obo/MONDO_0005782>	"MONDO:0008585"	
<http://purl.obolibrary.org/obo/MONDO_0005793>	"MONDO:0015288"	
<http://purl.obolibrary.org/obo/MONDO_0005795>	"MONDO:0018312"	
<http://purl.obolibrary.org/obo/MONDO_0005816>	"MONDO:0019209"	
<http://purl.obolibrary.org/obo/MONDO_0005818>	"MONDO:0019480"	
<http://purl.obolibrary.org/obo/MONDO_0005839>	"MONDO:0020500"	
<http://purl.obolibrary.org/obo/MONDO_0005840>	"MONDO:0020334"	
<http://purl.obolibrary.org/obo/MONDO_0005860>	<http://purl.obolibrary.org/obo/MONDO_0019136>	
<http://purl.obolibrary.org/obo/MONDO_0005863>	<http://purl.obolibrary.org/obo/MONDO_0000989>	
<http://purl.obolibrary.org/obo/MONDO_0005869>	"MONDO:0019147"	
<http://purl.obolibrary.org/obo/MONDO_0005877>	"MONDO:0017776"	
<http://purl.obolibrary.org/obo/MONDO_0005882>	"MONDO:0017137"	
<http://purl.obolibrary.org/obo/MONDO_0005897>	"MONDO:0018626"	
<http://purl.obolibrary.org/obo/MONDO_0005924>	"MONDO:0019121"	
<http://purl.obolibrary.org/obo/MONDO_0005926>	"MONDO:0017373"	
<http://purl.obolibrary.org/obo/MONDO_0005930>	"MONDO:0017416"	
<http://purl.obolibrary.org/obo/MONDO_0005931>	"MONDO:0016318"	
<http://purl.obolibrary.org/obo/MONDO_0005934>	"MONDO:0019169"	
<http://purl.obolibrary.org/obo/MONDO_0005935>	"MONDO:0017376"	
<http://purl.obolibrary.org/obo/MONDO_0005951>	"MONDO:0018903"	
<http://purl.obolibrary.org/obo/MONDO_0005955>	"MONDO:0019365"	
<http://purl.obolibrary.org/obo/MONDO_0005958>	"MONDO:0006055"	
<http://purl.obolibrary.org/obo/MONDO_0006016>	"MONDO:0019376"	
<http://purl.obolibrary.org/obo/MONDO_0006017>	"MONDO:0019380"	
<http://purl.obolibrary.org/obo/MONDO_0006020>	"MONDO:0019610"	
<http://purl.obolibrary.org/obo/MONDO_0006023>	<http://purl.obolibrary.org/obo/MONDO_0016505>	
<http://purl.obolibrary.org/obo/MONDO_0006024>	<http://purl.obolibrary.org/obo/MONDO_0003050>	
<http://purl.obolibrary.org/obo/MONDO_0006048>	"MONDO:0019954"	
<http://purl.obolibrary.org/obo/MONDO_0006057>	"MONDO:0000951"	
<http://purl.obolibrary.org/obo/MONDO_0006062>	<http://purl.obolibrary.org/obo/MONDO_0004905>	
<http://purl.obolibrary.org/obo/MONDO_0006063>	"MONDO:0019214"	
<http://purl.obolibrary.org/obo/MONDO_0006064>	"MONDO:0009116"	
<http://purl.obolibrary.org/obo/MONDO_0006070>	"MONDO:0010643"	
<http://purl.obolibrary.org/obo/MONDO_0006072>	"MONDO:0003185"	
<http://purl.obolibrary.org/obo/MONDO_0006080>	"MONDO:0017590"	
<http://purl.obolibrary.org/obo/MONDO_0006083>	"MONDO:0017603"	
<http://purl.obolibrary.org/obo/MONDO_0006084>	"MONDO:0006646"	
<http://purl.obolibrary.org/obo/MONDO_0006099>	"MONDO:0019461"	
<http://purl.obolibrary.org/obo/MONDO_0006100>	"MONDO:0002829"	
<http://purl.obolibrary.org/obo/MONDO_0006101>	"MONDO:0004053"	
<http://purl.obolibrary.org/obo/MONDO_0006110>	"MONDO:0002751"	
<http://purl.obolibrary.org/obo/MONDO_0006113>	"MONDO:0004114"	
<http://purl.obolibrary.org/obo/MONDO_0006114>	"MONDO:0002760"	
<http://purl.obolibrary.org/obo/MONDO_0006124>	<http://purl.obolibrary.org/obo/MONDO_0003155>	
<http://purl.obolibrary.org/obo/MONDO_0006125>	<http://purl.obolibrary.org/obo/MONDO_0003645>	
<http://purl.obolibrary.org/obo/MONDO_0006127>	"MONDO:0000525"	
<http://purl.obolibrary.org/obo/MONDO_0006129>	"MONDO:0002571"	
<http://purl.obolibrary.org/obo/MONDO_0006136>		
<http://purl.obolibrary.org/obo/MONDO_0006148>	"MONDO:0019451"	
<http://purl.obolibrary.org/obo/MONDO_0006171>	"MONDO:0002096"	
<http://purl.obolibrary.org/obo/MONDO_0006175>	"MONDO:0018907"	
<http://purl.obolibrary.org/obo/MONDO_0006177>	"MONDO:0002141"	
<http://purl.obolibrary.org/obo/MONDO_0006194>	"MONDO:0002747"	
<http://purl.obolibrary.org/obo/MONDO_0006204>	"MONDO:0008177"	
<http://purl.obolibrary.org/obo/MONDO_0006205>	"MONDO:0021039"	
<http://purl.obolibrary.org/obo/MONDO_0006236>	"MONDO:0003256"	
<http://purl.obolibrary.org/obo/MONDO_0006240>	"MONDO:0002789"	
<http://purl.obolibrary.org/obo/MONDO_0006242>	"MONDO:0018666"	
<http://purl.obolibrary.org/obo/MONDO_0006252>	"MONDO:0004299"	
<http://purl.obolibrary.org/obo/MONDO_0006253>	"MONDO:0004278"	
<http://purl.obolibrary.org/obo/MONDO_0006259>	"MONDO:0015534"	
<http://purl.obolibrary.org/obo/MONDO_0006261>	<http://purl.obolibrary.org/obo/MONDO_0004829>	
<http://purl.obolibrary.org/obo/MONDO_0006263>	"MONDO:0018310"	
<http://purl.obolibrary.org/obo/MONDO_0006269>	"MONDO:0004726"	
<http://purl.obolibrary.org/obo/MONDO_0006289>		
<http://purl.obolibrary.org/obo/MONDO_0006293>	"MONDO:0005853"	
<http://purl.obolibrary.org/obo/MONDO_0006296>	"MONDO:0019024"	
<http://purl.obolibrary.org/obo/MONDO_0006299>	"MONDO:0001095"	
<http://purl.obolibrary.org/obo/MONDO_0006305>	"MONDO:0003910"	
<http://purl.obolibrary.org/obo/MONDO_0006308>	<http://purl.obolibrary.org/obo/MONDO_0002200>	
<http://purl.obolibrary.org/obo/MONDO_0006310>	"MONDO:0004957"	
<http://purl.obolibrary.org/obo/MONDO_0006318>	"MONDO:0016985"	
<http://purl.obolibrary.org/obo/MONDO_0006319>	"MONDO:0016984"	
<http://purl.obolibrary.org/obo/MONDO_0006331>	"MONDO:0003792"	
<http://purl.obolibrary.org/obo/MONDO_0006332>	"MONDO:0003507"	
<http://purl.obolibrary.org/obo/MONDO_0006333>	"MONDO:0003481"	
<http://purl.obolibrary.org/obo/MONDO_0006334>	"MONDO:0003581"	
<http://purl.obolibrary.org/obo/MONDO_0006338>	"MONDO:0011366"	
<http://purl.obolibrary.org/obo/MONDO_0006341>	"MONDO:0003795"	
<http://purl.obolibrary.org/obo/MONDO_0006342>	"MONDO:0003494"	
<http://purl.obolibrary.org/obo/MONDO_0006370>	"MONDO:0016722"	
<http://purl.obolibrary.org/obo/MONDO_0006371>	"MONDO:0016723"	
<http://purl.obolibrary.org/obo/MONDO_0006376>	"MONDO:0004684"	
<http://purl.obolibrary.org/obo/MONDO_0006379>	"MONDO:0003308"	
<http://purl.obolibrary.org/obo/MONDO_0006384>	"MONDO:0018842"	
<http://purl.obolibrary.org/obo/MONDO_0006399>	"MONDO:0002729"	
<http://purl.obolibrary.org/obo/MONDO_0006413>	<http://purl.obolibrary.org/obo/MONDO_0003264>	
<http://purl.obolibrary.org/obo/MONDO_0006415>	"MONDO:0003198"	
<http://purl.obolibrary.org/obo/MONDO_0006425>	"MONDO:0002894"	
<http://purl.obolibrary.org/obo/MONDO_0006431>	"MONDO:0019462"	
<http://purl.obolibrary.org/obo/MONDO_0006433>	"MONDO:0019475"	
<http://purl.obolibrary.org/obo/MONDO_0006434>	"MONDO:0007667"	
<http://purl.obolibrary.org/obo/MONDO_0006437>	"MONDO:0016037"	
<http://purl.obolibrary.org/obo/MONDO_0006439>	"MONDO:0019392"	
<http://purl.obolibrary.org/obo/MONDO_0006441>	"MONDO:0019468"	
<http://purl.obolibrary.org/obo/MONDO_0006443>	"MONDO:0002522"	
<http://purl.obolibrary.org/obo/MONDO_0006445>	"MONDO:0003508"	
<http://purl.obolibrary.org/obo/MONDO_0006449>	"MONDO:0003402"	
<http://purl.obolibrary.org/obo/MONDO_0006453>	"MONDO:0004122"	
<http://purl.obolibrary.org/obo/MONDO_0006454>	"MONDO:0003493"	
<http://purl.obolibrary.org/obo/MONDO_0006457>	"MONDO:0016975"	
<http://purl.obolibrary.org/obo/MONDO_0006461>	"MONDO:0015075"	
<http://purl.obolibrary.org/obo/MONDO_0006472>	"MONDO:0003184"	
<http://purl.obolibrary.org/obo/MONDO_0006473>	"MONDO:0001419"	
<http://purl.obolibrary.org/obo/MONDO_0006492>	"MONDO:0002210"	
<http://purl.obolibrary.org/obo/MONDO_0006494>	"MONDO:0003240"	
<http://purl.obolibrary.org/obo/MONDO_0006495>	"MONDO:0017604"	
<http://purl.obolibrary.org/obo/MONDO_0006503>	"MONDO:0016227"	
<http://purl.obolibrary.org/obo/MONDO_0006508>	"MONDO:0016021"	
<http://purl.obolibrary.org/obo/MONDO_0006511>	"MONDO:0000158"	
<http://purl.obolibrary.org/obo/MONDO_0006529>	"MONDO:0019337"	
<http://purl.obolibrary.org/obo/MONDO_0006535>	"MONDO:0018746"	
<http://purl.obolibrary.org/obo/MONDO_0006538>	"MONDO:0015614"	
<http://purl.obolibrary.org/obo/MONDO_0006542>	"MONDO:0018747"	
<http://purl.obolibrary.org/obo/MONDO_0006562>	"MONDO:0010302"	
<http://purl.obolibrary.org/obo/MONDO_0006568>	"MONDO:0018830"	
<http://purl.obolibrary.org/obo/MONDO_0006575>	"MONDO:0016566"	
<http://purl.obolibrary.org/obo/MONDO_0006587>	"MONDO:0018063"	
<http://purl.obolibrary.org/obo/MONDO_0006623>	"MONDO:0017227"	
<http://purl.obolibrary.org/obo/MONDO_0006627>	"MONDO:0019124"	
<http://purl.obolibrary.org/obo/MONDO_0006628>	"MONDO:0017844"	
<http://purl.obolibrary.org/obo/MONDO_0006675>	"MONDO:0004225"	
<http://purl.obolibrary.org/obo/MONDO_0006691>	"MONDO:0020572"	
<http://purl.obolibrary.org/obo/MONDO_0006695>	"MONDO:0007303"	
<http://purl.obolibrary.org/obo/MONDO_0006703>	"MONDO:0018301"	
<http://purl.obolibrary.org/obo/MONDO_0006707>	<http://purl.obolibrary.org/obo/MONDO_0024388>	
<http://purl.obolibrary.org/obo/MONDO_0006724>	"MONDO:0019373"	
<http://purl.obolibrary.org/obo/MONDO_0006725>	"MONDO:0000960"	
<http://purl.obolibrary.org/obo/MONDO_0006750>	"MONDO:0018153"	
<http://purl.obolibrary.org/obo/MONDO_0006756>	"MONDO:0019025"	
<http://purl.obolibrary.org/obo/MONDO_0006768>	"MONDO:0001561"	
<http://purl.obolibrary.org/obo/MONDO_0006776>	"MONDO:0018935"	
<http://purl.obolibrary.org/obo/MONDO_0006822>	"MONDO:0003345"	
<http://purl.obolibrary.org/obo/MONDO_0006852>	"MONDO:0018059"	
<http://purl.obolibrary.org/obo/MONDO_0006867>	"MONDO:0019783"	
<http://purl.obolibrary.org/obo/MONDO_0006870>	"MONDO:0017124"	
<http://purl.obolibrary.org/obo/MONDO_0006885>	<http://purl.obolibrary.org/obo/MONDO_0017255>	
<http://purl.obolibrary.org/obo/MONDO_0006902>	"MONDO:0015742"	
<http://purl.obolibrary.org/obo/MONDO_0006910>	"MONDO:0020528"	
<http://purl.obolibrary.org/obo/MONDO_0006911>	"MONDO:0020552"	
<http://purl.obolibrary.org/obo/MONDO_0006914>	"MONDO:0017364"	
<http://purl.obolibrary.org/obo/MONDO_0006934>	<http://purl.obolibrary.org/obo/MONDO_0006280>	
<http://purl.obolibrary.org/obo/MONDO_0006942>	"MONDO:0017768"	
<http://purl.obolibrary.org/obo/MONDO_0006943>	"MONDO:0019125"	
<http://purl.obolibrary.org/obo/MONDO_0006954>	"MONDO:0017767"	
<http://purl.obolibrary.org/obo/MONDO_0006958>	"MONDO:0019266"	
<http://purl.obolibrary.org/obo/MONDO_0006959>	"MONDO:0018304"	
<http://purl.obolibrary.org/obo/MONDO_0006967>		
<http://purl.obolibrary.org/obo/MONDO_0006985>	"MONDO:0007667"	
<http://purl.obolibrary.org/obo/MONDO_0006991>	"MONDO:0019198"	
<http://purl.obolibrary.org/obo/MONDO_0007003>	"MONDO:0019805"	
<http://purl.obolibrary.org/obo/MONDO_0007010>	"MONDO:0020283"	
<http://purl.obolibrary.org/obo/MONDO_0007026>	"MONDO:0013209"	
<http://purl.obolibrary.org/obo/MONDO_0007063>	"MONDO:0002422"	
<http://purl.obolibrary.org/obo/MONDO_0007069>	"MONDO:0018690"	
<http://purl.obolibrary.org/obo/MONDO_0007076>	"MONDO:0018138"	
<http://purl.obolibrary.org/obo/MONDO_0007081>	"MONDO:0015243"	
<http://purl.obolibrary.org/obo/MONDO_0007146>	"MONDO:0008807"	
<http://purl.obolibrary.org/obo/MONDO_0007196>	"MONDO:0001187"	
<http://purl.obolibrary.org/obo/MONDO_0007255>	"MONDO:0005575"	
<http://purl.obolibrary.org/obo/MONDO_0007262>	"MONDO:0006689"	
<http://purl.obolibrary.org/obo/MONDO_0007394>	"MONDO:0009031"	
<http://purl.obolibrary.org/obo/MONDO_0007419>	"MONDO:0007418"	
<http://purl.obolibrary.org/obo/MONDO_0007484>	"MONDO:0000736"	
<http://purl.obolibrary.org/obo/MONDO_0007575>	"MONDO:0017851"	
<http://purl.obolibrary.org/obo/MONDO_0007582>	"MONDO:0019570"	
<http://purl.obolibrary.org/obo/MONDO_0007596>	"MONDO:0010602"	
<http://purl.obolibrary.org/obo/MONDO_0007602>		"MONDO:0010480"
<http://purl.obolibrary.org/obo/MONDO_0007611>	"MONDO:0000200"	
<http://purl.obolibrary.org/obo/MONDO_0007658>	"MONDO:0044793"	
<http://purl.obolibrary.org/obo/MONDO_0007659>		"MONDO:0007954"
<http://purl.obolibrary.org/obo/MONDO_0007703>	"MONDO:0009327"	
<http://purl.obolibrary.org/obo/MONDO_0007731>		"OMIM:142770"
<http://purl.obolibrary.org/obo/MONDO_0007731>		"UMLS:C1840550"
<http://purl.obolibrary.org/obo/MONDO_0007786>	"MONDO:0016381"	
<http://purl.obolibrary.org/obo/MONDO_0007801>		"MONDO:0007436"
<http://purl.obolibrary.org/obo/MONDO_0007897>	"MONDO:0004948"	
<http://purl.obolibrary.org/obo/MONDO_0007978>	"MONDO:0006292"	
<http://purl.obolibrary.org/obo/MONDO_0008077>	"MONDO:0018975"	
<http://purl.obolibrary.org/obo/MONDO_0008144>	"MONDO:0017178"	
<http://purl.obolibrary.org/obo/MONDO_0008190>		"http://identifiers.org/hgnc/5166"
<http://purl.obolibrary.org/obo/MONDO_0008191>		"http://identifiers.org/hgnc/5167"
